roi,Amylax_triacantha,Aphanizomenon_flosaquae,Aphanothece_paralleliformis,Beads,Centrales_sp,Ceratoneis_closterium,Chaetoceros_sp,Chaetoceros_sp_single,Chlorococcales,Chroococcales,Chroococcus_small,Ciliata,Cryptomonadales,Cryptophyceae-Teleaulax,Cyclotella_choctawhatcheeana,Cymbomonas_tetramitiformis,Dinophyceae,Dinophysis_acuminata,Dolichospermum-Anabaenopsis,Dolichospermum-Anabaenopsis-coiled,Euglenophyceae,Eutreptiella_sp,Gonyaulax_verior,Gymnodiniales,Gymnodinium_like,Heterocapsa_rotundata,Heterocapsa_triquetra,Heterocyte,Katablepharis_remigera,Licmophora_sp,Melosira_arctica,Merismopedia_sp,Mesodinium_rubrum,Monoraphidium_contortum,Nitzschia_paleacea,Nodularia_spumigena,Oocystis_sp,Oscillatoriales,Pauliella_taeniata,Pennales_sp_thick,Pennales_sp_thin,Peridiniella_catenata_chain,Peridiniella_catenata_single,Prorocentrum_cordatum,Pseudopedinella_sp,Pyramimonas_sp,Skeletonema_marinoi,Snowella-Woronichinia,Thalassiosira_levanderi,Uroglenopsis_sp
215,0.00053,0.00431,0.00131,0.00362,0.00019,0.00113,0.00017,0.00036,0.00779,0.08149,0.07001,0.00050,0.00085,0.00191,0.00427,0.00005,0.00019,0.00036,0.00269,0.00008,0.00007,0.00011,0.00015,0.00001,0.00059,0.00051,0.00001,0.00379,0.00008,0.00003,0.00001,0.03968,0.00006,0.01106,0.00037,0.00041,0.00815,0.05815,0.00020,0.00287,0.01397,0.00006,0.00007,0.00234,0.00324,0.01128,0.00792,0.01328,0.00028,0.63941
216,0.00036,0.00173,0.00061,0.01966,0.00212,0.00421,0.01272,0.00122,0.00131,0.00089,0.00014,0.00531,0.08071,0.11665,0.01468,0.00352,0.02158,0.00003,0.00096,0.00041,0.00026,0.07099,0.00023,0.00504,0.01156,0.04719,0.00518,0.01404,0.05674,0.00020,0.00068,0.00007,0.00652,0.00275,0.00076,0.00044,0.01374,0.00067,0.00009,0.00279,0.00056,0.00181,0.00225,0.00105,0.08740,0.04115,0.00388,0.00145,0.33071,0.00101
217,0.00018,0.00194,0.00046,0.51943,0.00000,0.00269,0.00002,0.00008,0.00111,0.03787,0.00657,0.00004,0.00232,0.00603,0.00729,0.00001,0.00001,0.00002,0.00202,0.00003,0.00001,0.00010,0.00000,0.00004,0.00007,0.00675,0.00000,0.02402,0.00005,0.00000,0.00000,0.06519,0.00000,0.01319,0.00038,0.00014,0.00004,0.00634,0.00002,0.00085,0.00353,0.00006,0.00000,0.00001,0.00578,0.18536,0.00313,0.00112,0.00024,0.09544
218,0.00170,0.02198,0.00367,0.01288,0.00081,0.00785,0.00076,0.00035,0.00327,0.12229,0.07377,0.00190,0.01066,0.02133,0.02401,0.00043,0.00129,0.00015,0.00509,0.00020,0.00051,0.00189,0.00017,0.00018,0.00338,0.00261,0.00006,0.01356,0.00094,0.00006,0.00007,0.07079,0.00086,0.06942,0.00019,0.00174,0.00183,0.24702,0.00146,0.00133,0.00624,0.00028,0.00011,0.00580,0.01887,0.14932,0.00366,0.01804,0.00403,0.06121
219,0.00004,0.00036,0.00008,0.00063,0.00006,0.00034,0.00199,0.00122,0.04265,0.00220,0.00386,0.00002,0.01294,0.03992,0.00482,0.00524,0.00098,0.00001,0.00145,0.00019,0.00016,0.02024,0.00007,0.00111,0.00134,0.59732,0.00847,0.00027,0.00011,0.00007,0.00001,0.00182,0.00071,0.00151,0.00029,0.00006,0.01679,0.00118,0.00000,0.00027,0.00010,0.00084,0.00186,0.00102,0.02241,0.04720,0.00151,0.03360,0.08535,0.03532
220,0.00025,0.00106,0.00034,0.31254,0.00001,0.00194,0.00013,0.00034,0.00135,0.01081,0.00521,0.00019,0.00703,0.02127,0.01687,0.00011,0.00006,0.00002,0.00114,0.00005,0.00001,0.00115,0.00000,0.00020,0.00026,0.03444,0.00000,0.01924,0.00054,0.00003,0.00001,0.03124,0.00009,0.00865,0.00023,0.00022,0.00011,0.00247,0.00002,0.00116,0.00095,0.00024,0.00001,0.00003,0.02077,0.44352,0.00114,0.00168,0.00481,0.04603
221,0.00000,0.00014,0.00000,0.00102,0.00033,0.00005,0.00102,0.00031,0.00001,0.00007,0.00004,0.00002,0.00222,0.00336,0.00174,0.00014,0.00142,0.00000,0.00001,0.00000,0.00000,0.02094,0.00000,0.00002,0.00024,0.00537,0.00463,0.00022,0.00017,0.00000,0.00003,0.00001,0.00227,0.00006,0.00000,0.00002,0.00002,0.00005,0.00000,0.00003,0.00000,0.00022,0.00038,0.00005,0.00952,0.05805,0.00013,0.00009,0.88534,0.00021
222,0.00007,0.00012,0.00011,0.01069,0.00000,0.00174,0.00002,0.00000,0.00023,0.00556,0.00016,0.00008,0.04091,0.58099,0.00087,0.00007,0.00000,0.00000,0.00005,0.00000,0.00001,0.00141,0.00000,0.00005,0.00001,0.00621,0.00000,0.01565,0.00039,0.00001,0.00000,0.00087,0.00000,0.01728,0.00002,0.00000,0.00010,0.00060,0.00000,0.00020,0.00015,0.00000,0.00000,0.00008,0.00469,0.30595,0.00019,0.00024,0.00106,0.00314
224,0.00001,0.00000,0.00001,0.00008,0.00000,0.00175,0.00000,0.00000,0.00003,0.00024,0.00000,0.00001,0.02274,0.96645,0.00001,0.00002,0.00000,0.00000,0.00000,0.00000,0.00005,0.00081,0.00000,0.00002,0.00000,0.00086,0.00000,0.00013,0.00003,0.00000,0.00000,0.00001,0.00000,0.00074,0.00000,0.00000,0.00006,0.00001,0.00000,0.00003,0.00004,0.00000,0.00000,0.00001,0.00076,0.00495,0.00001,0.00004,0.00004,0.00006
225,0.00011,0.00019,0.00011,0.14864,0.00000,0.00043,0.00001,0.00004,0.00115,0.01407,0.00253,0.00002,0.00549,0.01179,0.01096,0.00008,0.00001,0.00000,0.00059,0.00001,0.00000,0.00021,0.00000,0.00005,0.00014,0.02879,0.00000,0.02258,0.00005,0.00000,0.00000,0.04220,0.00000,0.01063,0.00004,0.00002,0.00003,0.00121,0.00000,0.00027,0.00027,0.00004,0.00000,0.00001,0.03031,0.57871,0.00049,0.00089,0.00093,0.08587
226,0.00001,0.00020,0.00006,0.00030,0.00000,0.00467,0.00006,0.00000,0.00005,0.00061,0.00001,0.00001,0.06159,0.90894,0.00004,0.00003,0.00000,0.00000,0.00014,0.00001,0.00024,0.00523,0.00000,0.00059,0.00000,0.00790,0.00000,0.00490,0.00017,0.00001,0.00000,0.00002,0.00000,0.00056,0.00002,0.00000,0.00017,0.00005,0.00000,0.00022,0.00015,0.00000,0.00000,0.00004,0.00024,0.00190,0.00019,0.00011,0.00045,0.00008
227,0.00027,0.00083,0.00079,0.00008,0.00015,0.03440,0.00182,0.00002,0.00021,0.00061,0.00003,0.00048,0.10639,0.77822,0.00004,0.00091,0.00003,0.00001,0.00012,0.00015,0.01935,0.02674,0.00004,0.00233,0.00001,0.00330,0.00011,0.00133,0.00106,0.00197,0.00001,0.00003,0.00004,0.00053,0.00031,0.00002,0.00446,0.00023,0.00002,0.00500,0.00299,0.00005,0.00018,0.00129,0.00048,0.00054,0.00051,0.00048,0.00100,0.00004
228,0.00126,0.00340,0.00303,0.00033,0.00024,0.02626,0.00096,0.00001,0.00087,0.00115,0.00013,0.00043,0.02055,0.89538,0.00009,0.00023,0.00002,0.00000,0.00050,0.00042,0.01034,0.00395,0.00013,0.00203,0.00002,0.00305,0.00013,0.00083,0.00038,0.00218,0.00001,0.00013,0.00005,0.00260,0.00131,0.00010,0.00413,0.00104,0.00001,0.00253,0.00386,0.00010,0.00033,0.00178,0.00029,0.00036,0.00052,0.00090,0.00160,0.00006
229,0.00095,0.00449,0.00519,0.00106,0.00030,0.01725,0.00444,0.00018,0.00201,0.00237,0.00043,0.00029,0.03462,0.82824,0.00046,0.00070,0.00005,0.00000,0.00057,0.00046,0.00418,0.00750,0.00016,0.00139,0.00007,0.02129,0.00026,0.00214,0.00019,0.00142,0.00000,0.00031,0.00003,0.00341,0.00319,0.00009,0.00513,0.00178,0.00001,0.00887,0.00618,0.00056,0.00086,0.00107,0.00345,0.00382,0.00183,0.00141,0.01435,0.00098
230,0.00001,0.00007,0.00001,0.00036,0.00000,0.00747,0.00001,0.00000,0.00003,0.00041,0.00000,0.00001,0.11907,0.83925,0.00006,0.00006,0.00000,0.00000,0.00001,0.00000,0.00009,0.00668,0.00000,0.00011,0.00000,0.00392,0.00000,0.00396,0.00018,0.00001,0.00000,0.00001,0.00000,0.00046,0.00001,0.00000,0.00024,0.00008,0.00000,0.00037,0.00028,0.00000,0.00000,0.00006,0.00021,0.01615,0.00010,0.00004,0.00015,0.00006
231,0.00005,0.00005,0.00011,0.00014,0.00000,0.00745,0.00003,0.00000,0.00023,0.00331,0.00006,0.00008,0.10539,0.84495,0.00004,0.00010,0.00000,0.00000,0.00002,0.00000,0.00056,0.00137,0.00000,0.00008,0.00000,0.00043,0.00000,0.00321,0.00037,0.00002,0.00000,0.00032,0.00000,0.01239,0.00002,0.00000,0.00032,0.00043,0.00000,0.00014,0.00038,0.00000,0.00000,0.00042,0.00066,0.01608,0.00021,0.00020,0.00005,0.00034
232,0.00033,0.02644,0.00171,0.14379,0.00004,0.00191,0.00007,0.00014,0.00053,0.11572,0.03202,0.00014,0.00224,0.00794,0.01277,0.00002,0.00006,0.00006,0.00936,0.00009,0.00003,0.00021,0.00000,0.00003,0.00041,0.00281,0.00000,0.05720,0.00005,0.00001,0.00001,0.10062,0.00003,0.03845,0.00010,0.00128,0.00007,0.05959,0.00017,0.00185,0.00477,0.00016,0.00002,0.00018,0.00420,0.14922,0.00295,0.00288,0.00077,0.21657
233,0.00010,0.00122,0.00033,0.36218,0.00000,0.00169,0.00002,0.00004,0.00134,0.01966,0.00272,0.00004,0.00729,0.01974,0.00801,0.00003,0.00001,0.00000,0.00296,0.00005,0.00001,0.00023,0.00000,0.00021,0.00009,0.02288,0.00000,0.04383,0.00012,0.00000,0.00000,0.04365,0.00000,0.02137,0.00025,0.00009,0.00004,0.00372,0.00000,0.00044,0.00109,0.00004,0.00000,0.00001,0.00447,0.38370,0.00131,0.00095,0.00040,0.04366
234,0.00007,0.00233,0.00017,0.30880,0.00000,0.00242,0.00005,0.00006,0.00019,0.00755,0.00076,0.00006,0.00664,0.01005,0.01306,0.00002,0.00000,0.00001,0.00074,0.00001,0.00001,0.00021,0.00000,0.00002,0.00005,0.00530,0.00000,0.11725,0.00020,0.00000,0.00000,0.00863,0.00000,0.00731,0.00014,0.00023,0.00001,0.00303,0.00002,0.00085,0.00099,0.00003,0.00000,0.00001,0.00442,0.48298,0.00322,0.00018,0.00059,0.01131
235,0.00001,0.00032,0.00002,0.00616,0.00000,0.00278,0.00002,0.00000,0.00001,0.00073,0.00001,0.00001,0.03530,0.67499,0.00028,0.00003,0.00000,0.00000,0.00002,0.00000,0.00001,0.00206,0.00000,0.00001,0.00000,0.00560,0.00000,0.03482,0.00005,0.00001,0.00000,0.00005,0.00000,0.00167,0.00000,0.00000,0.00003,0.00030,0.00000,0.00180,0.00050,0.00000,0.00000,0.00001,0.00087,0.22841,0.00020,0.00002,0.00047,0.00240
236,0.00007,0.00052,0.00020,0.61703,0.00000,0.00400,0.00001,0.00002,0.00048,0.01314,0.00125,0.00001,0.00435,0.05489,0.00212,0.00000,0.00000,0.00000,0.00045,0.00001,0.00001,0.00030,0.00000,0.00005,0.00001,0.01841,0.00000,0.00866,0.00004,0.00000,0.00000,0.01372,0.00000,0.00753,0.00018,0.00002,0.00003,0.00120,0.00000,0.00078,0.00180,0.00003,0.00000,0.00000,0.00591,0.19873,0.00091,0.00046,0.00044,0.04222
238,0.00002,0.00415,0.00014,0.00029,0.00061,0.00623,0.00284,0.00002,0.00033,0.00028,0.00001,0.00011,0.15530,0.60306,0.00064,0.00124,0.00014,0.00000,0.00155,0.00045,0.00095,0.08885,0.00000,0.00476,0.00006,0.04521,0.00023,0.01492,0.00122,0.00051,0.00007,0.00001,0.00023,0.00028,0.00016,0.00018,0.02192,0.00021,0.00001,0.01223,0.00108,0.00011,0.00022,0.00269,0.00053,0.00186,0.00147,0.00044,0.02203,0.00014
239,0.00006,0.00243,0.00061,0.00171,0.00010,0.00073,0.01684,0.00994,0.06096,0.00483,0.03991,0.00001,0.00902,0.02155,0.02756,0.00112,0.00067,0.00000,0.01074,0.00074,0.00039,0.00877,0.00009,0.00129,0.00077,0.27096,0.00194,0.00092,0.00007,0.00011,0.00006,0.03142,0.00106,0.00276,0.00083,0.00025,0.00568,0.00585,0.00004,0.00119,0.00054,0.00332,0.00115,0.00025,0.05569,0.03643,0.00453,0.03065,0.19509,0.12832
240,0.00004,0.00464,0.02569,0.00007,0.00091,0.00046,0.00002,0.00000,0.00003,0.70176,0.18295,0.00017,0.00029,0.00041,0.00003,0.00000,0.00016,0.00006,0.00017,0.00034,0.00066,0.00006,0.00110,0.00001,0.00004,0.00001,0.00011,0.00008,0.00000,0.00000,0.00000,0.00154,0.00001,0.00016,0.00002,0.00004,0.00004,0.00089,0.00256,0.00006,0.00019,0.00020,0.00023,0.00089,0.00004,0.00002,0.00025,0.07207,0.00005,0.00047
241,0.00005,0.30780,0.03707,0.00063,0.00456,0.00062,0.11749,0.00618,0.00352,0.00379,0.03015,0.00033,0.00114,0.01977,0.00280,0.00011,0.00015,0.00008,0.09004,0.00345,0.00151,0.00063,0.00007,0.00006,0.00066,0.00093,0.00013,0.00214,0.00001,0.00020,0.00002,0.00327,0.00033,0.01637,0.00174,0.01554,0.00303,0.02936,0.00012,0.01039,0.00369,0.00379,0.00479,0.00379,0.00100,0.00187,0.02379,0.00322,0.03909,0.19873
242,0.00112,0.00343,0.00309,0.04111,0.00031,0.00195,0.00252,0.00359,0.00261,0.04286,0.00600,0.00214,0.05777,0.01215,0.02543,0.00194,0.00795,0.00009,0.01038,0.00182,0.00015,0.00373,0.00005,0.00140,0.01357,0.03803,0.00013,0.30378,0.00288,0.00009,0.00019,0.02590,0.00021,0.01545,0.00075,0.00066,0.00048,0.00231,0.00132,0.00522,0.00149,0.00096,0.00047,0.00018,0.23258,0.04963,0.01379,0.00583,0.01753,0.03301
243,0.00077,0.00290,0.00145,0.00119,0.00005,0.00939,0.00040,0.00002,0.00015,0.00060,0.00006,0.00038,0.00892,0.94631,0.00008,0.00006,0.00001,0.00000,0.00036,0.00008,0.00371,0.00296,0.00003,0.00037,0.00002,0.00278,0.00002,0.00216,0.00045,0.00114,0.00000,0.00006,0.00004,0.00306,0.00030,0.00012,0.00080,0.00059,0.00000,0.00272,0.00197,0.00008,0.00029,0.00030,0.00034,0.00069,0.00028,0.00021,0.00117,0.00013
244,0.00012,0.00009,0.00016,0.00006,0.00002,0.00951,0.00041,0.00000,0.00013,0.00028,0.00001,0.00051,0.07970,0.89017,0.00006,0.00019,0.00002,0.00000,0.00002,0.00001,0.00147,0.00638,0.00000,0.00047,0.00001,0.00060,0.00001,0.00072,0.00279,0.00012,0.00000,0.00002,0.00002,0.00064,0.00002,0.00000,0.00151,0.00006,0.00000,0.00027,0.00017,0.00000,0.00001,0.00035,0.00086,0.00073,0.00010,0.00024,0.00092,0.00001
245,0.00007,0.00020,0.00009,0.12011,0.00000,0.00139,0.00000,0.00001,0.00027,0.01393,0.00132,0.00003,0.00484,0.02889,0.00121,0.00001,0.00000,0.00000,0.00016,0.00000,0.00000,0.00010,0.00000,0.00001,0.00001,0.00362,0.00000,0.01897,0.00006,0.00000,0.00000,0.02856,0.00000,0.02535,0.00005,0.00001,0.00001,0.00265,0.00000,0.00032,0.00097,0.00000,0.00000,0.00001,0.00264,0.69050,0.00031,0.00020,0.00005,0.05304
246,0.00004,0.00026,0.00018,0.00245,0.00000,0.01355,0.00003,0.00000,0.00010,0.00383,0.00005,0.00007,0.05532,0.88855,0.00014,0.00002,0.00000,0.00000,0.00003,0.00000,0.00010,0.00205,0.00000,0.00006,0.00000,0.00164,0.00000,0.00655,0.00027,0.00001,0.00000,0.00013,0.00000,0.00198,0.00004,0.00000,0.00027,0.00030,0.00000,0.00054,0.00077,0.00000,0.00000,0.00012,0.00054,0.01864,0.00046,0.00019,0.00031,0.00039
247,0.00003,0.00027,0.00007,0.00452,0.00000,0.00410,0.00005,0.00001,0.00046,0.00598,0.00022,0.00002,0.11297,0.38976,0.00133,0.00023,0.00000,0.00000,0.00019,0.00000,0.00005,0.00440,0.00000,0.00011,0.00002,0.02886,0.00000,0.04306,0.00025,0.00001,0.00000,0.00106,0.00000,0.00755,0.00003,0.00000,0.00036,0.00124,0.00000,0.00091,0.00083,0.00000,0.00000,0.00008,0.00663,0.36841,0.00081,0.00033,0.00071,0.01407
248,0.00038,0.00288,0.00106,0.03172,0.00004,0.00320,0.00034,0.00056,0.02592,0.05718,0.02229,0.00028,0.00580,0.01087,0.01162,0.00014,0.00017,0.00012,0.00538,0.00013,0.00010,0.00047,0.00003,0.00007,0.00073,0.00701,0.00001,0.01983,0.00035,0.00005,0.00001,0.04329,0.00002,0.02353,0.00164,0.00030,0.00717,0.02144,0.00006,0.00319,0.01000,0.00006,0.00004,0.00082,0.01795,0.06337,0.03540,0.00745,0.00114,0.55442
249,0.00001,0.00027,0.00005,0.01948,0.00000,0.01098,0.00000,0.00000,0.00006,0.00777,0.00010,0.00001,0.05915,0.50681,0.00021,0.00001,0.00000,0.00000,0.00006,0.00000,0.00003,0.00112,0.00000,0.00003,0.00000,0.00622,0.00000,0.02150,0.00009,0.00000,0.00000,0.00081,0.00000,0.01177,0.00002,0.00000,0.00002,0.00129,0.00000,0.00026,0.00101,0.00000,0.00000,0.00002,0.00094,0.34635,0.00037,0.00010,0.00007,0.00302
250,0.00025,0.00002,0.00006,0.00300,0.00000,0.00265,0.00001,0.00002,0.00017,0.00589,0.00042,0.00005,0.02417,0.18071,0.00030,0.00027,0.00000,0.00000,0.00000,0.00000,0.00003,0.00111,0.00000,0.00000,0.00001,0.00510,0.00000,0.00227,0.00009,0.00002,0.00000,0.00113,0.00000,0.00674,0.00001,0.00000,0.00010,0.00095,0.00000,0.00043,0.00069,0.00000,0.00000,0.00004,0.03034,0.71805,0.00009,0.00022,0.00033,0.01427
251,0.00041,0.02575,0.00140,0.12250,0.00004,0.00163,0.00006,0.00012,0.00050,0.09420,0.02559,0.00020,0.00186,0.00761,0.01231,0.00002,0.00004,0.00006,0.00607,0.00005,0.00003,0.00015,0.00000,0.00001,0.00038,0.00163,0.00000,0.05536,0.00005,0.00001,0.00000,0.08307,0.00002,0.05496,0.00009,0.00138,0.00007,0.09421,0.00014,0.00152,0.00459,0.00010,0.00001,0.00024,0.00340,0.19692,0.00253,0.00217,0.00060,0.19595
252,0.00002,0.00003,0.00004,0.00002,0.00000,0.00818,0.00004,0.00000,0.00010,0.00078,0.00001,0.00004,0.20295,0.77044,0.00002,0.00018,0.00000,0.00000,0.00001,0.00000,0.00082,0.00602,0.00000,0.00024,0.00000,0.00099,0.00000,0.00119,0.00048,0.00002,0.00000,0.00002,0.00000,0.00076,0.00001,0.00000,0.00095,0.00009,0.00000,0.00015,0.00023,0.00000,0.00000,0.00036,0.00034,0.00408,0.00010,0.00017,0.00007,0.00004
253,0.00001,0.00060,0.00003,0.00065,0.00000,0.00276,0.00002,0.00000,0.00002,0.00092,0.00001,0.00001,0.06822,0.83623,0.00014,0.00003,0.00000,0.00000,0.00011,0.00000,0.00004,0.00208,0.00000,0.00004,0.00000,0.00338,0.00000,0.05524,0.00007,0.00000,0.00000,0.00005,0.00000,0.00191,0.00000,0.00000,0.00011,0.00043,0.00000,0.00092,0.00046,0.00000,0.00000,0.00006,0.00010,0.02461,0.00017,0.00004,0.00011,0.00041
254,0.00056,0.00806,0.00152,0.00035,0.00022,0.00797,0.00093,0.00003,0.00015,0.00044,0.00006,0.00031,0.01235,0.91546,0.00009,0.00016,0.00001,0.00001,0.00089,0.00016,0.00725,0.00376,0.00002,0.00034,0.00002,0.00177,0.00002,0.00454,0.00020,0.00418,0.00001,0.00006,0.00007,0.00337,0.00026,0.00031,0.00206,0.00088,0.00001,0.01209,0.00464,0.00012,0.00040,0.00109,0.00024,0.00039,0.00039,0.00017,0.00142,0.00019
255,0.00011,0.00069,0.00042,0.00015,0.00007,0.01124,0.00164,0.00002,0.00034,0.00049,0.00003,0.00018,0.05932,0.87270,0.00010,0.00032,0.00002,0.00000,0.00025,0.00009,0.00410,0.01716,0.00001,0.00100,0.00001,0.00617,0.00003,0.00214,0.00059,0.00063,0.00000,0.00004,0.00003,0.00057,0.00018,0.00002,0.00579,0.00017,0.00000,0.00576,0.00172,0.00004,0.00016,0.00047,0.00082,0.00069,0.00074,0.00045,0.00213,0.00020
256,0.00020,0.00073,0.00106,0.00006,0.00002,0.01126,0.00075,0.00000,0.00117,0.00174,0.00008,0.00013,0.07768,0.87030,0.00010,0.00019,0.00001,0.00000,0.00061,0.00027,0.00394,0.00397,0.00001,0.00262,0.00001,0.00415,0.00001,0.00348,0.00036,0.00022,0.00000,0.00019,0.00000,0.00142,0.00030,0.00001,0.00496,0.00042,0.00000,0.00197,0.00190,0.00001,0.00003,0.00065,0.00034,0.00034,0.00064,0.00105,0.00048,0.00012
257,0.00017,0.00017,0.00006,0.00796,0.00013,0.00062,0.00288,0.00075,0.00832,0.00051,0.00026,0.00012,0.02087,0.02834,0.02353,0.00772,0.00332,0.00000,0.00045,0.00012,0.00003,0.02289,0.00002,0.00218,0.00435,0.31093,0.00222,0.00097,0.00143,0.00003,0.00017,0.00034,0.00158,0.00100,0.00025,0.00007,0.00553,0.00035,0.00001,0.00025,0.00007,0.00206,0.00067,0.00014,0.13381,0.13388,0.00111,0.00339,0.25989,0.00407
